Year,Category,Class of active substances,Category of use,Critical active substance,Prescription type,Species,Amount of active ingredient (kg)
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Amphenicols,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,40.0576
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,Dispensing on stock,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nZO,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nZO,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Others¹,Animal species nAS,All types of active ingredients,All prescription types,Animal species nAS,11.0342
2022,All animals,Cephalosporins 1st/2nd generation,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,2.0658
2022,All animals,Cephalosporins 1st/2nd generation,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,2.0658
2022,All animals,Cephalosporins 1st/2nd generation,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,2.0658
2022,All animals,Cephalosporins 1st/2nd generation,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,2.0658
2022,All animals,Cephalosporins 1st/2nd generation,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,2.0658
2022,All animals,Cephalosporins 1st/2nd generation,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,2.0658
2022,All animals,Cephalosporins 1st/2nd generation,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,2.0658
2022,All animals,Cephalosporins 1st/2nd generation,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,2.0658
2022,All animals,Cephalosporins 1st/2nd generation,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,2.0658
2022,All animals,Cephalosporins 1st/2nd generation,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,2.0658
2022,All animals,Cephalosporins 1st/2nd generation,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,2.0658
2022,All animals,Cephalosporins 1st/2nd generation,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,2.0658
2022,All animals,Cephalosporins 1st/2nd generation,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,2.0658
2022,All animals,Cephalosporins 1st/2nd generation,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,2.0658
2022,All animals,Cephalosporins 1st/2nd generation,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,2.0658
2022,All animals,Cephalosporins 1st/2nd generation,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nAS,2.0658
2022,All animals,Cephalosporins 1st/2nd generation,Animal species nZO,All types of active ingredients,Dispensing on stock,Animal species nZO,2.0658
